id,id_str,name,screen_name,location,url,description,protected,verified,followers_count,friends_count,listed_count,favourites_count,statuses_count,created_at,profile_banner_url,profile_image_url_https,default_profile,default_profile_image,withheld_in_countries,status
8.272349675120353e+17,8.272349675120353e+17,No IDC NY,NoIDCNY,New York State,https://t.co/SRcExis2hS,We took down the IDC #fakeDems and flipped the NY State Senate.,False,False,7214.0,4070.0,91.0,43336.0,25387.0,2017-02-02 19:19:20,https://pbs.twimg.com/profile_banners/827234967512035330/1649731836,https://pbs.twimg.com/profile_images/931377524357115904/EXgMGM48_normal.jpg,True,False,[],normal
229201531.0,229201531.0,Robert Johnston,DJInsom,,,He/Him // Retweets adult content on occasion // Far too many swears // Header by https://t.co/TuWCqS4Uv4,False,False,552.0,1551.0,3.0,359902.0,220831.0,2010-12-21 20:02:23,https://pbs.twimg.com/profile_banners/229201531/1561154779,https://pbs.twimg.com/profile_images/1200323212/129187490535261350_normal.jpg,False,False,[],normal
1.190039531174744e+18,1.190039531174744e+18,WICountryGigi,country_gigi,WI   ,,"BLUE in 2022
Justice-then Unity  (NO white supremacists)
'He wanted violence': Historian suggests Trump was ready to 'sit by' during congressional assassination",False,False,1551.0,2127.0,5.0,200079.0,83804.0,2019-10-31 22:55:36,https://pbs.twimg.com/profile_banners/1190039531174744064/1662172401,https://pbs.twimg.com/profile_images/1365459590113017856/nJsf1cxU_normal.jpg,True,False,[],normal
702535353.0,702535353.0,Sanity Clause,nacevalenti,"Ponchatoula, Louisiana, USA",,"Your opinion matters, just not to me #Saints⚜️ #ALS #HillaryWasRightAboutEverything #BidenHarris sometimes I curse.",False,False,2675.0,4780.0,6.0,197410.0,181019.0,2013-10-06 04:31:18,https://pbs.twimg.com/profile_banners/702535353/1571339946,https://pbs.twimg.com/profile_images/947976319815634944/v_pFVycK_normal.jpg,True,False,[],normal
3215777512.0,3215777512.0,Bring Back Reality! ☮️,VShapiro,,,"Here to help save our democracy.
Find me at https://t.co/RU81chJu47 Same pic.

No lists, please.  And *NO* DMs.",False,False,1432.0,3589.0,1.0,227346.0,128561.0,2015-04-28 05:18:50,,https://pbs.twimg.com/profile_images/816495192660275200/HEXsVYC2_normal.jpg,True,False,[],normal
7.198715201102111e+17,7.198715201102111e+17,Justin Gregory,JGregoryCincy,"Cincinnati, Ohio",,FCC / Penn State / Bengals / Penguins / Pirates / Dayton Flyers /Bearcats,False,False,323.0,83.0,0.0,325565.0,35893.0,2016-04-12 12:55:19,https://pbs.twimg.com/profile_banners/719871520110211072/1601347523,https://pbs.twimg.com/profile_images/1473875464951373828/R1wjcT5K_normal.jpg,True,False,[],normal
1.543384423860736e+18,1.543384423860736e+18,Rshan Gual Temben💛❤,Rshan2244,,,ዓደይ ተዛርየሙላ 💛❤🙏💔,False,False,765.0,212.0,0.0,20903.0,131658.0,2022-07-03 00:03:27,https://pbs.twimg.com/profile_banners/1543384423860736001/1667424891,https://pbs.twimg.com/profile_images/1591950902339969025/o7GOXBqR_normal.jpg,True,False,[],normal
1.0323015266252145e+18,1.0323015266252145e+18,Delia Ramirez Fan (Arrogant Foreign Wishcaster),GartonArthur,Democratic Republic of Norfolk,,,False,False,2492.0,3377.0,10.0,115224.0,53947.0,2018-08-22 16:20:37,https://pbs.twimg.com/profile_banners/1032301526625214464/1652816264,https://pbs.twimg.com/profile_images/1587078167323463682/tpTvPJui_normal.jpg,True,False,[],normal
251869750.0,251869750.0,Dan,dandaman4us,,,,False,False,782.0,3376.0,67.0,64492.0,223774.0,2011-02-14 00:58:53,https://pbs.twimg.com/profile_banners/251869750/1366417769,https://pbs.twimg.com/profile_images/1058072615032565760/lJFY_W40_normal.jpg,False,False,[],normal
1.1855885119839846e+18,1.1855885119839846e+18,Siggi D,D28SiggiLupus07,,https://t.co/GoPbgWYBdx,"""Ein gütiger Mensch ist der Liebe wert, und ein Armer ist besser als ein Lügner.""",False,False,1459.0,5010.0,10.0,96786.0,216212.0,2019-10-19 16:08:58,,https://pbs.twimg.com/profile_images/1195276903172759552/FMFAo9W7_normal.jpg,True,False,[],normal
2151411331.0,2151411331.0,Denise Dechene🌅🐝🛫,shyredmd,"Delaware, USA",,"Wife, Mother, Nurse, Reader, Music listener. she/her/hers. forever TeamPete",False,False,1127.0,1134.0,24.0,68532.0,233091.0,2013-10-23 17:43:34,https://pbs.twimg.com/profile_banners/2151411331/1618175036,https://pbs.twimg.com/profile_images/1381352335377584134/bSL0RDu0_normal.jpg,False,False,[],normal
20156969.0,20156969.0,Mac & Geneva’s Daughter ✨🔮✨🎴✨🌌✨🪴✨🍃✨📷✨🧘🏽‍♀️,ksaun001,Dreams of A Real Wakanda ,,"Civil Servant, BLQ WM 1st, Thee’ Fam Herbalist🍃, #KHiveForBiden, Someone's Aunt, Geneva & Mac's Daughter, #BeeninFormationsince 83' #BeyHive #SussexSquad",False,False,1955.0,2457.0,0.0,358193.0,237166.0,2009-02-05 15:34:55,https://pbs.twimg.com/profile_banners/20156969/1597691487,https://pbs.twimg.com/profile_images/1561862704754614272/6DofO5lB_normal.jpg,True,False,[],normal
40551346.0,40551346.0,SPMarx 🧢⬆️🟥,spmarx,,,Humanity First Values. Forward. Radical Truth-Telling. Poverty Abolitionist. Aspiring Futurist & Philanthropist.,False,False,1956.0,4994.0,4.0,114625.0,71835.0,2009-05-16 22:03:16,https://pbs.twimg.com/profile_banners/40551346/1614892977,https://pbs.twimg.com/profile_images/1371950963016208387/XSH7SuaK_normal.jpg,True,False,[],normal
27234566.0,27234566.0,MiketheMadBiologist&ElectronStealer,mikethemadbiol,,https://t.co/FV12cEkjUX,"I'm a biologist, mad as in angry. Pro-D.C. statehood since 1969. @mikethemadbiologist@mastodon.online",False,False,3317.0,1510.0,217.0,36018.0,71899.0,2009-03-28 14:17:19,https://pbs.twimg.com/profile_banners/27234566/1653941801,https://pbs.twimg.com/profile_images/115647461/64797071_cadf3e2637_m_normal.jpg,False,False,[],normal
1.2428680166998016e+18,1.2428680166998016e+18,Keshia Janay,KeshiaJanay,"Johannesburg, South Africa",https://t.co/JU3maQvwNn,"🇺🇸🇩🇪citizen,Black/mixed,she/her,proudly livin with #AuDHD,#PTSD&mo #MentalHealthIssues,#neurodiverse,#disabled,#HME( #RareDisease) #ChronicPainSurvivor,#BLM",False,False,2120.0,4946.0,0.0,67402.0,60082.0,2020-03-25 17:36:56,https://pbs.twimg.com/profile_banners/1242868016699801603/1585394667,https://pbs.twimg.com/profile_images/1243858338925985792/h-l7-XhG_normal.jpg,True,False,[],normal
260848405.0,260848405.0,NoBigGovDuh,NoBigGovDuh,"New Jersey, USA",,Teabagging the Teabaggers!,False,False,2686.0,4970.0,248.0,310550.0,501822.0,2011-03-04 18:47:59,https://pbs.twimg.com/profile_banners/260848405/1611334342,https://pbs.twimg.com/profile_images/1338526277846884382/hXl5ZClw_normal.png,False,False,[],normal
245941266.0,245941266.0,Saba Kidane,Gual_Aksumawian,"New York, USA",https://t.co/Eqx43BTwyP,#TigrayCantWait #EritreanTroopsOutofTigray #AmharaMilitiaOutofTigray #StopTigrayFamine #NoFlyZonelnTigray #AllowAccessToTigray #EndTigraySiege,False,False,2182.0,2024.0,1.0,96402.0,31843.0,2011-02-01 19:59:32,https://pbs.twimg.com/profile_banners/245941266/1664860262,https://pbs.twimg.com/profile_images/1582012897340841986/d5Tj98BX_normal.jpg,True,False,[],normal
2375222000.0,2375222000.0,Jimmy,abuwuzwuz,,,,False,False,217.0,2998.0,1.0,50768.0,34605.0,2014-03-06 11:25:40,,https://pbs.twimg.com/profile_images/1529164728890798080/nk62OwFS_normal.jpg,True,False,[],normal
1.3176680437539676e+18,1.3176680437539676e+18,Susan Thompson,SLT229,USA,,"admirer of animals, flowers, cottages, art, all things vintage and pretty...and kind people...
interior designer, cat parent, positive thinker (mostly) . .",False,False,875.0,559.0,2.0,147449.0,229232.0,2020-10-18 03:25:31,https://pbs.twimg.com/profile_banners/1317668043753967616/1603752732,https://pbs.twimg.com/profile_images/1469661072588218372/eFF_wWgg_normal.jpg,True,False,[],normal
3188819034.0,3188819034.0,DeityFree 🏳️‍🌈🌻,DeityFree,A country not in the Bible,,"True American Patriot | Ex-Christian | Woke Godless Liberal | Anti-Theist | Not ""Dee"" From YouTube",False,False,7070.0,3370.0,161.0,413318.0,53985.0,2015-05-08 15:06:42,https://pbs.twimg.com/profile_banners/3188819034/1612137271,https://pbs.twimg.com/profile_images/881690409491025922/hqCxnOxh_normal.jpg,False,False,[],normal
1.1556375680100966e+18,1.1556375680100966e+18,my other heart,myheart23979611,once upon a time,,"Oh but darlin', what if you fly?  
My Magic now flies with the fairies.😥 Fairies too are magic.
🐾💔🐾",False,False,1946.0,2389.0,2.0,155652.0,97335.0,2019-07-29 00:34:01,https://pbs.twimg.com/profile_banners/1155637568010096640/1582786556,https://pbs.twimg.com/profile_images/1308339564910608385/ifGhTI6k_normal.jpg,True,False,[],normal
976969992.0,976969992.0,Marcy Prince ☮️ PROPERTY OF THE STATE,MarcyPrince8,San Antonio TX,,"Old hippie. Retired nurse. Pudgy. Curious. Agnostically atheist, liberal, progressive. 🤗",False,False,250.0,69.0,4.0,238104.0,134594.0,2012-11-28 21:12:47,,https://pbs.twimg.com/profile_images/2908093227/504147c5a03511acd83fe502a54bea24_normal.jpeg,True,False,[],normal
612159013.0,612159013.0,Donna 🌻☮️🌊🌈,DonnaJHamilton,,,I am liberal and I vote. I love memes. I block MAGATs and haters. I believe in good trouble. Necessary trouble.,False,False,1431.0,2058.0,9.0,455544.0,155416.0,2012-06-19 01:13:33,https://pbs.twimg.com/profile_banners/612159013/1660378103,https://pbs.twimg.com/profile_images/1540380928320475137/j8eSZwjM_normal.jpg,False,False,[],normal
16909343.0,16909343.0,@bethpdx@mas.to,bethlastname,United States,,Hold accountable all GOP who backed the Big Lie about 2020 election. It was a FREE AND FAIR election and Biden won by landslide.,False,False,8530.0,9376.0,20.0,1174693.0,536948.0,2008-10-22 17:37:56,https://pbs.twimg.com/profile_banners/16909343/1589661303,https://pbs.twimg.com/profile_images/821234427468464128/rlcZhRjH_normal.jpg,True,False,[],normal
8.579367281658962e+17,8.579367281658962e+17,Joni HORSEs🐴,Joni_Looking,Home FL & MI,,"I'm a VietNam-Vet

I FIGHT 2: END Horse Slaughter
*Pass(SafeACT)bill
& Bring DePorted VETs Home!
*During DownTime;
I Listen to
@StevePerryMusic
& DesignQuilts",False,False,7466.0,5908.0,37.0,707481.0,1471072.0,2017-04-28 12:37:10,https://pbs.twimg.com/profile_banners/857936728165896204/1615314612,https://pbs.twimg.com/profile_images/1356850241908006919/mnEVoj_n_normal.jpg,True,False,[],normal
204838170.0,204838170.0,Steven DallaVicenza,scdallav,,,"Mercator stan
(he/him)",False,False,110.0,636.0,2.0,162370.0,74476.0,2010-10-19 15:38:46,,https://pbs.twimg.com/profile_images/1972275291/Calgary-20120302-00025_normal.jpg,True,False,[],normal
287731265.0,287731265.0,Very Little Gravitas Indeed,jason0x21,RTP/NC/US,https://t.co/YWpe7RLiV3,There is not enough space to write anything significant. He/Him.  Same username most places but particularly @jason0x21@triangletoot.party.,False,False,832.0,761.0,78.0,362688.0,208559.0,2011-04-25 15:34:29,https://pbs.twimg.com/profile_banners/287731265/1398968992,https://pbs.twimg.com/profile_images/1302736181084524546/A25weh1m_normal.jpg,False,False,[],normal
168592585.0,168592585.0,RIP Pops,Dappy_52,HTX,,Risk and Compliance,False,False,2742.0,3985.0,37.0,29911.0,640276.0,2010-07-20 09:05:41,https://pbs.twimg.com/profile_banners/168592585/1590801246,https://pbs.twimg.com/profile_images/1535772895057780737/MG_PpTLA_normal.jpg,False,False,[],normal
17890614.0,17890614.0,Jean Starling,JeanStarling,,,"""Human rights are women's rights, and women's rights are human rights"". Activist fighting the good fight. Proud Democrat",False,False,1978.0,3495.0,40.0,118821.0,318499.0,2008-12-05 04:55:30,https://pbs.twimg.com/profile_banners/17890614/1604797647,https://pbs.twimg.com/profile_images/1498378352448524288/J38Lpjsk_normal.jpg,False,False,[],normal
885626677.0,885626677.0,Mel Gunn,MelGunn14,,,Canucks fan since 1970!,False,False,88.0,388.0,1.0,758.0,76354.0,2012-10-17 00:17:01,,https://pbs.twimg.com/profile_images/2727350295/ece3d47ef70628d836873ea83e4da006_normal.jpeg,True,False,[],normal
518248468.0,518248468.0,erniefay 🇨🇦 ☘️ 🌊 🍑 🏳️‍🌈 🇺🇦 Vet resist! BLM,erniefay,"Canada, west coast.",,A dog’s best friend. #drcole #JusticeMatters #BlueCrew,False,False,12214.0,12752.0,6.0,318863.0,168132.0,2012-03-08 06:17:11,,https://pbs.twimg.com/profile_images/781166667204177920/rxaC4Afy_normal.jpg,True,False,[],normal
9.385365490457272e+17,9.385365490457272e+17,Swamp monster trying her best,Laelitiaa,"Montreal, Canada",,I’m just trying my best (she/her),False,False,94.0,1319.0,0.0,123123.0,40011.0,2017-12-06 22:32:05,https://pbs.twimg.com/profile_banners/938536549045727232/1601525115,https://pbs.twimg.com/profile_images/1311517504129433602/ntCu3pk-_normal.jpg,True,False,[],normal
538370777.0,538370777.0,"Jace Pearson, Texas Ranger 🇾🇪",epeterd916,,,"I never get enough sleep. Duke Wayne was an American hero. 
Ignorance and prejudice and fear walk hand in hand. -Peart
ISTJ-T #GoDodgers",False,False,2197.0,1317.0,89.0,1053742.0,477826.0,2012-03-27 18:10:43,https://pbs.twimg.com/profile_banners/538370777/1547789004,https://pbs.twimg.com/profile_images/1560525329403346944/REwQk8Qr_normal.jpg,False,False,[],normal
14260960.0,14260960.0,Justin Trudeau,JustinTrudeau,Papineau,https://t.co/8GPrcWoMpj,"Father, husband, @liberal_party Leader, 23rd Prime Minister of Canada. | Papa, mari, chef du @parti_liberal, 23e premier ministre du Canada.",False,True,6353155.0,927.0,15453.0,133.0,42219.0,2008-03-30 21:04:14,https://pbs.twimg.com/profile_banners/14260960/1629043620,https://pbs.twimg.com/profile_images/1426938479909421056/QpI3TSNn_normal.jpg,False,False,[],normal
613838306.0,613838306.0,bike rider,meddeviceeng,,,"Used to design brain implants, now farming and bike riding...  climate refugee, collapsing now to avoid the rush.
Anti-fascist since June 6, 1944",False,False,604.0,3939.0,8.0,207559.0,238889.0,2012-06-20 23:12:08,https://pbs.twimg.com/profile_banners/613838306/1559838878,https://pbs.twimg.com/profile_images/1135580909162287105/5AGvINcy_normal.png,True,False,[],normal
1.426563572675584e+18,1.426563572675584e+18,Amy 🌻,AmySandSand,Upstate NY,,Democrat Straight up Establishment No Racism or BLOCKED. Save our Democracy! VOTE BLUE. NO EXCUSE typo-Queen. 🐝 If ur a Socialist- block,False,False,906.0,1252.0,1.0,50038.0,82876.0,2021-08-14 15:17:26,https://pbs.twimg.com/profile_banners/1426563572675584005/1638364611,https://pbs.twimg.com/profile_images/1466033060860903430/Ukr15WRn_normal.jpg,True,False,[],normal
246657960.0,246657960.0,Curator212,ksbrooker,,,Curator of life and living along the Salish Sea... unceded Lekwungen (Songhees & Esquimalt) First Nations territory.,False,False,831.0,697.0,59.0,283056.0,245585.0,2011-02-03 06:07:50,https://pbs.twimg.com/profile_banners/246657960/1512004526,https://pbs.twimg.com/profile_images/936040195056484352/jnf1SCLX_normal.jpg,False,False,[],normal
9259662.0,9259662.0,Caroline (or MeowMix) DigitalMeowMix@fandom.ink ☃️,DigitalMeowMix,"NH, USA ",https://t.co/KdgokfGSDr,"Caroline She/Her 
30 ⬆️
Multifandom multishipper
Pro-ship and pro-fic 
Problematic/💀🕊
NSFW/Spoilers
🚫Terfs/Antis/Bigots 
BLM
Header: @tgtbata",False,False,719.0,4994.0,5.0,943590.0,438962.0,2007-10-05 06:58:11,https://pbs.twimg.com/profile_banners/9259662/1637777140,https://pbs.twimg.com/profile_images/1550542117193322496/bsMGQtir_normal.jpg,False,False,[],normal
4552846169.0,4552846169.0,Rachel Detroit,detroit_rachel,"Macomb, MI",,Michigan Liberal,False,False,5435.0,4313.0,13.0,666247.0,401378.0,2015-12-21 03:27:57,https://pbs.twimg.com/profile_banners/4552846169/1654314957,https://pbs.twimg.com/profile_images/1532934150847709184/XxedgVI0_normal.jpg,True,False,[],normal
1346850073.0,1346850073.0,Chris Grant - One of Those People,ChrisGrant1968,"Alberta, Canada",,"Not a rock star, nor an actor. Just a person who does what he says he will do. Passion, Integrity, Empathy, Loyalty, Drive. A construction leader at his best.",False,False,1327.0,1222.0,5.0,87858.0,84778.0,2013-04-12 13:29:53,,https://pbs.twimg.com/profile_images/1326917739685031937/ban9CLJ7_normal.jpg,False,False,[],normal
159553587.0,159553587.0,Lorrie Gallant,LorrieGallant,"Brantford, Ontario",,"First Nations writer, artist, owner of Al Dente restaurant/wine bar, 
cultural educator, Expressive Arts Practitioner",False,False,204.0,293.0,10.0,606.0,619.0,2010-06-25 18:11:06,https://pbs.twimg.com/profile_banners/159553587/1391300368,https://pbs.twimg.com/profile_images/810114036222357510/VGN1Culr_normal.jpg,False,False,[],normal
2923534360.0,2923534360.0,Sherry Dean 🌊,DeansherryS,"Rockford, IL",,I Am Fully Vaccinated/Double Boosted...Mother/Grandmother-- Animal lover Cats & Dogs...  #Democrat #Resist #VoteBlue (Retweeter)   #TruthMatters,False,False,3313.0,2186.0,19.0,309615.0,605278.0,2014-12-15 19:51:36,https://pbs.twimg.com/profile_banners/2923534360/1625774173,https://pbs.twimg.com/profile_images/1048345806854660096/vBGoIeQ3_normal.jpg,False,False,[],normal
79524514.0,79524514.0,Brett,madcounter,"Eureka, CA",,"If you are reading this, check out the documentary InterReflections.  You can watch it for free on https://t.co/Q6eEGoSFpx.",False,False,1130.0,55.0,377.0,12458.0,154369.0,2009-10-03 17:49:07,https://pbs.twimg.com/profile_banners/79524514/1561077505,https://pbs.twimg.com/profile_images/1058972931449966593/kqnj0G7S_normal.jpg,False,False,[],normal
8.02255552025768e+17,8.02255552025768e+17,A Gay Black Man of a Certain Age Point of View,TVTHEditor,"Los Angeles, CA",,Near-expert on broadcast television history. 20 years of TV advertising experience. Diginet specialist. Where Lionel Jefferson meets Benson Dubois.,False,False,902.0,857.0,6.0,1295.0,117040.0,2016-11-25 21:00:03,https://pbs.twimg.com/profile_banners/802255552025767937/1604757340,https://pbs.twimg.com/profile_images/1293046731693625344/WR40nrkV_normal.jpg,True,False,[],normal
125542596.0,125542596.0,Michael Watson,MichaelWatsonDC,"Anne Arundel, MD",,"Dad x2, husband. Sushi-eating heretic. Research @CapitalResearch Influence Watch. Speak only for myself. #DoneWithCOVID; Not one step backward.",False,False,1819.0,915.0,47.0,77360.0,132531.0,2010-03-23 03:44:53,https://pbs.twimg.com/profile_banners/125542596/1642797287,https://pbs.twimg.com/profile_images/1516397116389797892/Vgqgpnl__normal.jpg,False,False,[],normal
1.0033939097398108e+18,1.0033939097398108e+18,Stape Patleton,PatrickStaple12,"SE Pennsylvania, USA",,,False,False,942.0,1796.0,0.0,78172.0,64095.0,2018-06-03 21:52:05,https://pbs.twimg.com/profile_banners/1003393909739810818/1626836123,https://pbs.twimg.com/profile_images/1416603552810737664/JTgaw5mk_normal.jpg,True,False,[],normal
1.2715091617177068e+18,1.2715091617177068e+18,Mirab ⛵,spinart7, stolen Haudenosaunee land,,"@spinart7@kolektiva.social 

abolition, baby.
one time i memed.",False,False,2111.0,1946.0,1.0,256302.0,103437.0,2020-06-12 18:26:28,https://pbs.twimg.com/profile_banners/1271509161717706760/1668159028,https://pbs.twimg.com/profile_images/1591000397338099712/SIlqrxLh_normal.jpg,True,False,[],normal
183332996.0,183332996.0,Joan Esposito,JoanEspositoCHI,"Chicago, IL, nee Elyria OH",https://t.co/dC0cBsKjir,"Talk radio host of “Joan Esposito: Live, Local & Progressive” weekdays 2-5pm on https://t.co/62iVsl8IXu. Former TV anchor. Lymphoma survivor.",False,True,4352.0,2134.0,61.0,31983.0,21144.0,2010-08-26 19:03:53,https://pbs.twimg.com/profile_banners/183332996/1661542608,https://pbs.twimg.com/profile_images/1440778710043410436/WjFkcatf_normal.jpg,False,False,[],normal
3985499655.0,3985499655.0,Emmanuel,aman_tigray,ትግራይ,,"ትግራይ ብልመና ዘይኮነስ ብስረ ደቃ ሓራ ክትወፅእ እያ ✊✊ Standing against #AM**HARA elites, who enabled #TigrayGenocide. Stateless since Nov 4, 2020. #StopTigrayGenocide",False,False,1540.0,1535.0,0.0,578.0,223070.0,2015-10-18 07:59:25,https://pbs.twimg.com/profile_banners/3985499655/1610708990,https://pbs.twimg.com/profile_images/1501298346669088770/fQdZ_PCM_normal.jpg,True,False,[],normal
342433017.0,342433017.0,Dave Krok,shady_simpleton,Burner Phone,,Process & Project Mgmt,False,False,657.0,1468.0,1.0,423238.0,123285.0,2011-07-26 00:44:15,https://pbs.twimg.com/profile_banners/342433017/1511922363,https://pbs.twimg.com/profile_images/935694880986337280/CaqpqxOC_normal.jpg,True,False,[],normal
8.881593504553861e+17,8.881593504553861e+17,Laura rutmanis,Squirrel1110,,,,False,False,1819.0,277.0,6.0,384497.0,774779.0,2017-07-20 22:11:05,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,True,[],normal
482309161.0,482309161.0,JoStand,rockmanski,,,"Just a gamer, who loves games, nuff said. Opinions are my own.",False,False,78.0,563.0,0.0,16750.0,60827.0,2012-02-03 19:19:13,https://pbs.twimg.com/profile_banners/482309161/1349925988,https://pbs.twimg.com/profile_images/1269659589554946050/BOJ2s0ok_normal.jpg,False,False,[],normal
92603118.0,92603118.0,Jeff Strong,DynamoCooligan,"Houston, Texas",,"Soccer, Football, Futbol, Calcio...whatever you call it, I'm into it! @HoustonDynamo, @HoustonDash, @RGVFC, & @USSoccer Supporter!",False,False,4198.0,4360.0,704.0,1461247.0,1981207.0,2009-11-25 20:22:09,https://pbs.twimg.com/profile_banners/92603118/1404617168,https://pbs.twimg.com/profile_images/485627572210778112/_mI6ah0L_normal.png,False,False,[],normal
1.4515568588718244e+18,1.4515568588718244e+18,Korie,korafrie,,,,False,False,430.0,624.0,7.0,44264.0,27293.0,2021-10-22 14:31:45,https://pbs.twimg.com/profile_banners/1451556858871824403/1641590971,https://pbs.twimg.com/profile_images/1468896111549161476/6KusGGXO_normal.jpg,True,False,[],normal
37212840.0,37212840.0,MonicaOP♥️🌎✝️🌼,MonicaOP,World!!!,http://t.co/vWvqADXm1q,"She/Her I read, work, care and try to live ;) From GDL to the World
Ella - Yo leo, trabajo, me ocupo y trato de vivir ;)
De GDL para el Mundo",False,False,914.0,1174.0,54.0,178170.0,272515.0,2009-05-02 15:09:39,https://pbs.twimg.com/profile_banners/37212840/1449212812,https://pbs.twimg.com/profile_images/981928488323039233/rtwpDCsx_normal.jpg,False,False,[],normal
15522584.0,15522584.0,Tony Abell,TonyAbell,"Santa Monica, Ca",http://t.co/C9ESR4i2e9,"I am a software developer interested in F#, Big Data and Distributed Computing",False,False,358.0,1251.0,167.0,4649.0,39557.0,2008-07-21 23:36:45,,https://pbs.twimg.com/profile_images/516240010488463360/niciob-r_normal.jpeg,True,False,[],normal
36959762.0,36959762.0,James Murray,James_BG,London,https://t.co/R1taZS3AzH,"Editor of @Incisive https://t.co/7W9gn0KiWt - tweeting in a personal capacity, check out @BusinessGreen for the official feed",False,False,55632.0,2742.0,1498.0,27754.0,112775.0,2009-05-01 14:59:23,,https://pbs.twimg.com/profile_images/200150999/James_Murray_normal.jpg,False,False,[],normal
